tweet,tweet_analytics,date,query,username,display_name,tweet_id
Tax policy should balance revenue needs with economic growth incentives,"{""replies"": 23, ""retweets"": 41, ""quotes"": 5, ""likes"": 234, ""views"": 1400}",2024-01-17 19:30:00-06:00,tax_debate,fiscal_moderate,Budget Balancer,2026
The ultra-wealthy benefit from public infrastructure but don't pay their fair share,"{""replies"": 67, ""retweets"": 123, ""quotes"": 15, ""likes"": 789, ""views"": 4500}",2024-01-17 20:15:00-06:00,tax_debate,infrastructure_advocate,Roads and Schools,2027
Entrepreneurs create value and jobs. Punitive taxation drives them to more friendly countries,"{""replies"": 54, ""retweets"": 98, ""quotes"": 13, ""likes"": 567, ""views"": 3200}",2024-01-17 21:00:00-06:00,tax_debate,startup_founder,Innovation Driver,2028
Effective tax policy requires understanding both economic theory and practical impacts,"{""replies"": 19, ""retweets"": 32, ""quotes"": 4, ""likes"": 156, ""views"": 890}",2024-01-17 22:30:00-06:00,tax_debate,tax_accountant,Numbers Person,2029
Smart tax reform could increase revenue while supporting economic growth,"{""replies"": 28, ""retweets"": 45, ""quotes"": 6, ""likes"": 234, ""views"": 1500}",2024-01-17 23:15:00-06:00,tax_debate,policy_wonk,Think Tank,2030
"Immigration strengthens America by bringing talent, innovation, and cultural richness","{""replies"": 123, ""retweets"": 267, ""quotes"": 31, ""likes"": 1456, ""views"": 8900}",2024-01-18 09:00:00-06:00,immigration_debate,diversity_advocate,Melting Pot,2031
Illegal immigration undermines wages and takes jobs from American citizens,"{""replies"": 156, ""retweets"": 234, ""quotes"": 28, ""likes"": 1234, ""views"": 7800}",2024-01-18 10:30:00-06:00,immigration_debate,america_first,Border Patrol,2032
Immigration policy should be both humane and practical for our economic needs,"{""replies"": 45, ""retweets"": 78, ""quotes"": 9, ""likes"": 456, ""views"": 2700}",2024-01-18 11:15:00-06:00,immigration_debate,policy_realist,Common Sense,2033
Immigrants start businesses at higher rates than native-born Americans,"{""replies"": 67, ""retweets"": 134, ""quotes"": 16, ""likes"": 678, ""views"": 4100}",2024-01-18 12:45:00-06:00,immigration_debate,entrepreneur_data,Small Business,2034
Border security is national security. We must know who is entering our country,"{""replies"": 89, ""retweets"": 156, ""quotes"": 19, ""likes"": 890, ""views"": 5400}",2024-01-18 13:30:00-06:00,immigration_debate,security_first,Border Security,2035
Comprehensive immigration reform should include both border security and pathway to citizenship,"{""replies"": 34, ""retweets"": 67, ""quotes"": 8, ""likes"": 345, ""views"": 2100}",2024-01-18 14:15:00-06:00,immigration_debate,comprehensive_reform,Bipartisan Bridge,2036
America was built by immigrants. Diversity is our strength and competitive advantage,"{""replies"": 78, ""retweets"": 145, ""quotes"": 17, ""likes"": 789, ""views"": 4800}",2024-01-18 15:00:00-06:00,immigration_debate,historian_perspective,Ellis Island,2037
Legal immigration is great. Illegal immigration is unfair to those who follow the rules,"{""replies"": 67, ""retweets"": 123, ""quotes"": 14, ""likes"": 567, ""views"": 3600}",2024-01-18 16:30:00-06:00,immigration_debate,legal_pathway,Rule of Law,2038
Immigration policy should consider humanitarian needs alongside economic and security concerns,"{""replies"": 23, ""retweets"": 45, ""quotes"": 6, ""likes"": 234, ""views"": 1400}",2024-01-18 17:45:00-06:00,immigration_debate,humanitarian_balance,Global Citizen,2039
Guest worker programs could address labor needs while maintaining border security,"{""replies"": 34, ""retweets"": 56, ""quotes"": 7, ""likes"": 289, ""views"": 1800}",2024-01-18 18:20:00-06:00,immigration_debate,agricultural_employer,Farm Labor,2040
"Education should focus on critical thinking skills, not political indoctrination","{""replies"": 89, ""retweets"": 167, ""quotes"": 20, ""likes"": 890, ""views"": 5400}",2024-01-19 08:30:00-06:00,education_debate,parent_advocate,School Board Mom,2041
Students need to learn about systemic racism and social justice to understand our society,"{""replies"": 123, ""retweets"": 234, ""quotes"": 28, ""likes"": 1234, ""views"": 7500}",2024-01-19 09:15:00-06:00,education_debate,social_justice_teacher,Educator for Equity,2042
Schools should teach facts and let students form their own opinions about complex issues,"{""replies"": 45, ""retweets"": 78, ""quotes"": 9, ""likes"": 456, ""views"": 2700}",2024-01-19 10:00:00-06:00,education_debate,balanced_educator,Middle Way Teacher,2043
Diverse perspectives in curriculum help all students see themselves and understand others,"{""replies"": 67, ""retweets"": 134, ""quotes"": 16, ""likes"": 678, ""views"": 4100}",2024-01-19 11:30:00-06:00,education_debate,inclusive_principal,Diversity Leader,2044
Parents should have the primary say in what values are taught to their children,"{""replies"": 78, ""retweets"": 145, ""quotes"": 18, ""likes"": 789, ""views"": 4800}",2024-01-19 12:15:00-06:00,education_debate,parental_rights,Family Values,2045
Quality education requires both high standards and support for student success,"{""replies"": 23, ""retweets"": 45, ""quotes"": 6, ""likes"": 234, ""views"": 1400}",2024-01-19 13:00:00-06:00,education_debate,educational_researcher,Learning Science,2046
School choice gives parents options when traditional public schools fail their children,"{""replies"": 89, ""retweets"": 156, ""quotes"": 19, ""likes"": 890, ""views"": 5400}",2024-01-19 14:30:00-06:00,education_debate,charter_advocate,Educational Freedom,2047
Public schools serve all students. Private school vouchers drain resources from public education,"{""replies"": 67, ""retweets"": 123, ""quotes"": 15, ""likes"": 567, ""views"": 3600}",2024-01-19 15:45:00-06:00,education_debate,public_school_defender,Public Ed Supporter,2048
"Students benefit from schools that prepare them for college, careers, and civic engagement","{""replies"": 34, ""retweets"": 67, ""quotes"": 8, ""likes"": 345, ""views"": 2100}",2024-01-19 16:20:00-06:00,education_debate,holistic_educator,Well Rounded,2049
"Teachers deserve respect, resources, and competitive compensation for their vital work","{""replies"": 56, ""retweets"": 98, ""quotes"": 12, ""likes"": 567, ""views"": 3400}",2024-01-19 17:00:00-06:00,education_debate,teacher_supporter,Education Advocate,2050
The Second Amendment protects our fundamental right to self-defense and resistance to tyranny,"{""replies"": 167, ""retweets"": 289, ""quotes"": 34, ""likes"": 1567, ""views"": 9200}",2024-01-20 10:15:00-06:00,gun_debate,constitutional_defender,2A Patriot,2051
Common-sense gun safety measures save lives without infringing on constitutional rights,"{""replies"": 134, ""retweets"": 267, ""quotes"": 31, ""likes"": 1234, ""views"": 7800}",2024-01-20 11:00:00-06:00,gun_debate,safety_advocate,Moms Demand Action,2052
Gun violence is a complex issue requiring multiple approaches including mental health resources,"{""replies"": 45, ""retweets"": 89, ""quotes"": 11, ""likes"": 456, ""views"": 2800}",2024-01-20 12:30:00-06:00,gun_debate,comprehensive_approach,Thoughtful Policy,2053
Law-abiding gun owners are not the problem. Criminals will always find ways to get guns,"{""replies"": 89, ""retweets"": 167, ""quotes"": 20, ""likes"": 890, ""views"": 5400}",2024-01-20 13:15:00-06:00,gun_debate,lawful_owner,Responsible Gun Owner,2054
Background checks and waiting periods are reasonable measures that most Americans support,"{""replies"": 78, ""retweets"": 145, ""quotes"": 17, ""likes"": 789, ""views"": 4800}",2024-01-20 14:00:00-06:00,gun_debate,reasonable_regulation,Common Ground,2055
Evidence-based approaches to reducing gun violence should guide policy decisions,"{""replies"": 34, ""retweets"": 67, ""quotes"": 8, ""likes"": 345, ""views"": 2100}",2024-01-20 15:30:00-06:00,gun_debate,research_advocate,Public Health,2056
Self-defense is a fundamental human right that shouldn't depend on government permission,"{""replies"": 67, ""retweets"": 123, ""quotes"": 15, ""likes"": 678, ""views"": 4100}",2024-01-20 16:15:00-06:00,gun_debate,self_defense,Personal Protection,2057
Gun violence prevention requires addressing root causes including poverty and mental health,"{""replies"": 56, ""retweets"": 98, ""quotes"": 12, ""likes"": 567, ""views"": 3400}",2024-01-20 17:00:00-06:00,gun_debate,root_causes,Systemic Solutions,2058
Training and education make gun owners safer and more responsible,"{""replies"": 23, ""retweets"": 45, ""quotes"": 6, ""likes"": 234, ""views"": 1400}",2024-01-20 18:30:00-06:00,gun_debate,safety_training,Responsible Ownership,2059
Constitutional rights and public safety can both be protected with thoughtful policies,"{""replies"": 34, ""retweets"": 56, ""quotes"": 7, ""likes"": 289, ""views"": 1800}",2024-01-20 19:15:00-06:00,gun_debate,balanced_approach,Constitutional Balance,2060
"Healthcare FOR ALL means healthcare for ALL. No exceptions, no means testing, no corporate profits","{""replies"": 189, ""retweets"": 434, ""quotes"": 39, ""likes"": 2567, ""views"": 14200}",2024-02-10 11:15:00-06:00,healthcare_debate,medicare4all,Rosa Martinez,2061
Government healthcare = government control over your body and your doctor. This is tyranny!,"{""replies"": 156, ""retweets"": 389, ""quotes"": 43, ""likes"": 2234, ""views"": 12900}",2024-02-10 12:00:00-06:00,healthcare_debate,dont_tread_me,Patriot Paul,2062
Why can't we look at what works in other countries and adapt it to American values?,"{""replies"": 67, ""retweets"": 123, ""quotes"": 15, ""likes"": 789, ""views"": 4500}",2024-02-10 13:30:00-06:00,healthcare_debate,global_perspective,Lisa Chang,2063
Insurance companies profit from denying care to sick people. That's immoral,"{""replies"": 234, ""retweets"": 567, ""quotes"": 52, ""likes"": 3456, ""views"": 18900}",2024-02-10 14:15:00-06:00,healthcare_debate,patient_advocate,Cancer Survivor,2064
Competition drives innovation. Government monopoly healthcare will stagnate medical progress,"{""replies"": 167, ""retweets"": 334, ""quotes"": 38, ""likes"": 2123, ""views"": 11700}",2024-02-10 15:00:00-06:00,healthcare_debate,medical_innovator,Pharma Researcher,2065
"Healthcare outcomes depend on access, quality, and affordability - we need all three","{""replies"": 45, ""retweets"": 89, ""quotes"": 11, ""likes"": 567, ""views"": 3200}",2024-02-10 16:30:00-06:00,healthcare_debate,healthcare_economist,Policy Expert,2066
People are rationing insulin and dying because of corporate greed in healthcare,"{""replies"": 278, ""retweets"": 612, ""quotes"": 67, ""likes"": 4234, ""views"": 22300}",2024-02-10 17:15:00-06:00,healthcare_debate,diabetic_advocate,Insulin Access,2067
Free market healthcare made America the world leader in medical breakthrough treatments,"{""replies"": 189, ""retweets"": 378, ""quotes"": 42, ""likes"": 2345, ""views"": 13400}",2024-02-10 18:00:00-06:00,healthcare_debate,medical_achievement,Innovation Leader,2068
"Healthcare should be a right, but implementation matters for both quality and sustainability","{""replies"": 56, ""retweets"": 98, ""quotes"": 12, ""likes"": 678, ""views"": 3800}",2024-02-10 19:30:00-06:00,healthcare_debate,pragmatic_universal,Sustainable Care,2069
No one should go bankrupt because they got sick. Period.,"{""replies"": 345, ""retweets"": 789, ""quotes"": 78, ""likes"": 5678, ""views"": 28900}",2024-02-10 20:15:00-06:00,healthcare_debate,bankruptcy_survivor,Medical Debt,2070
The Green New Deal will save our planet and create millions of good-paying union jobs!,"{""replies"": 445, ""retweets"": 878, ""quotes"": 86, ""likes"": 6567, ""views"": 33400}",2024-02-11 16:45:00-06:00,climate_debate,union_organizer,Tony Rodriguez,2071
The Green New Deal is economic suicide disguised as environmentalism. It will destroy America!,"{""replies"": 489, ""retweets"": 767, ""quotes"": 97, ""likes"": 5890, ""views"": 29800}",2024-02-11 17:30:00-06:00,climate_debate,america_first_energy,Coal Mike,2072
I support environmental protection but worry about the economic transition for workers,"{""replies"": 78, ""retweets"": 156, ""quotes"": 23, ""likes"": 890, ""views"": 5600}",2024-02-11 18:15:00-06:00,climate_debate,worried_worker,Factory Frank,2073
"Climate action means clean air, clean water, and good jobs for the next generation","{""replies"": 267, ""retweets"": 534, ""quotes"": 61, ""likes"": 4123, ""views"": 21700}",2024-02-11 19:00:00-06:00,climate_debate,future_focused,Next Generation,2074
Radical climate policies will eliminate American energy jobs and make us dependent on China,"{""replies"": 345, ""retweets"": 656, ""quotes"": 73, ""likes"": 4567, ""views"": 24500}",2024-02-11 20:30:00-06:00,climate_debate,energy_independence,America Energy,2075
Climate science is clear. We need urgent action balanced with economic realities,"{""replies"": 89, ""retweets"": 167, ""quotes"": 19, ""likes"": 1123, ""views"": 6700}",2024-02-11 21:15:00-06:00,climate_debate,science_policy,Climate Scientist,2076
Renewable energy is now cheaper than fossil fuels and creates more sustainable jobs,"{""replies"": 234, ""retweets"": 456, ""quotes"": 48, ""likes"": 3234, ""views"": 17800}",2024-02-11 22:00:00-06:00,climate_debate,clean_economy,Renewable Future,2077
American oil and gas keeps us energy secure while we transition to cleaner alternatives,"{""replies"": 167, ""retweets"": 323, ""quotes"": 36, ""likes"": 2456, ""views"": 13900}",2024-02-11 22:45:00-06:00,climate_debate,transition_realist,Energy Security,2078
"Climate policy should be based on science, economics, and engineering - not ideology","{""replies"": 67, ""retweets"": 123, ""quotes"": 14, ""likes"": 789, ""views"": 4500}",2024-02-11 23:30:00-06:00,climate_debate,evidence_based,Technical Analysis,2079
Innovation and investment in clean technology will solve climate change profitably,"{""replies"": 123, ""retweets"": 234, ""quotes"": 27, ""likes"": 1567, ""views"": 8900}",2024-02-12 00:15:00-06:00,climate_debate,clean_tech_investor,Green Innovation,2080
Billionaires paying 0% in taxes while teachers buy their own supplies is IMMORAL,"{""replies"": 667, ""retweets"": 1434, ""quotes"": 129, ""likes"": 9901, ""views"": 55600}",2024-03-05 09:00:00-06:00,tax_debate,teacher_activist,Ms. Rodriguez,2081
Successful people already pay most of the taxes. Punishing achievement will drive them away!,"{""replies"": 545, ""retweets"": 1190, ""quotes"": 107, ""likes"": 7889, ""views"": 44500}",2024-03-05 10:30:00-06:00,tax_debate,job_creator,Entrepreneur Ed,2082
We need tax reform that's fair to everyone - workers AND business owners,"{""replies"": 123, ""retweets"": 234, ""quotes"": 34, ""likes"": 1456, ""views"": 8900}",2024-03-05 12:00:00-06:00,tax_debate,fair_taxation,Accountant Amy,2083
The wealthy use tax loopholes while working families pay full freight. That's not fair,"{""replies"": 456, ""retweets"": 889, ""quotes"": 89, ""likes"": 6234, ""views"": 34500}",2024-03-05 13:15:00-06:00,tax_debate,working_family,Middle Class Mom,2084
High earners already face confiscatory tax rates. More taxes will kill economic growth,"{""replies"": 378, ""retweets"": 723, ""quotes"": 76, ""likes"": 5123, ""views"": 28900}",2024-03-05 14:45:00-06:00,tax_debate,growth_advocate,Supply Side,2085
Tax policy should generate adequate revenue while encouraging productive economic activity,"{""replies"": 89, ""retweets"": 167, ""quotes"": 18, ""likes"": 1234, ""views"": 7100}",2024-03-05 16:00:00-06:00,tax_debate,fiscal_policy,Revenue Optimization,2086
Amazon paid $0 in federal taxes while small businesses got crushed. That's broken,"{""replies"": 534, ""retweets"": 1067, ""quotes"": 112, ""likes"": 7456, ""views"": 41200}",2024-03-05 17:30:00-06:00,tax_debate,small_business,Main Street,2087
Corporate tax competition attracts business investment and creates jobs for Americans,"{""replies"": 323, ""retweets"": 634, ""quotes"": 67, ""likes"": 4567, ""views"": 25800}",2024-03-05 18:45:00-06:00,tax_debate,business_attraction,Economic Development,2088
Progressive taxation built the American middle class in the post-war boom years,"{""replies"": 267, ""retweets"": 523, ""quotes"": 56, ""likes"": 3789, ""views"": 20600}",2024-03-05 19:20:00-06:00,tax_debate,historical_perspective,Post War Prosperity,2089
"Optimal tax policy balances multiple objectives: revenue, growth, fairness, and simplicity","{""replies"": 78, ""retweets"": 145, ""quotes"": 16, ""likes"": 945, ""views"": 5400}",2024-03-05 20:00:00-06:00,tax_debate,optimization_expert,Policy Analysis,2090
Medicare for All NOW! People are DYING because of corporate greed in healthcare!,"{""replies"": 434, ""retweets"": 856, ""quotes"": 95, ""likes"": 6456, ""views"": 38900}",2024-03-06 08:30:00-06:00,healthcare_debate,healthcare_activist,Nurse Nancy,2091
Socialist healthcare killed my grandmother in Canada. Keep government OUT of healthcare!,"{""replies"": 389, ""retweets"": 734, ""quotes"": 88, ""likes"": 5345, ""views"": 32300}",2024-03-06 09:15:00-06:00,healthcare_debate,freedom_fighter,Liberty Larry,2092
Healthcare outcomes and costs vary dramatically across countries with different systems,"{""replies"": 67, ""retweets"": 134, ""quotes"": 16, ""likes"": 789, ""views"": 4700}",2024-03-06 10:45:00-06:00,healthcare_debate,comparative_analyst,Global Health,2093
Healthcare is a human right that should never be denied based on ability to pay,"{""replies"": 345, ""retweets"": 678, ""quotes"": 74, ""likes"": 4789, ""views"": 26800}",2024-03-06 11:30:00-06:00,healthcare_debate,human_rights_doctor,Rights Based Care,2094
Government-run healthcare means bureaucrats making medical decisions instead of doctors,"{""replies"": 278, ""retweets"": 534, ""quotes"": 61, ""likes"": 3567, ""views"": 20100}",2024-03-06 12:15:00-06:00,healthcare_debate,physician_autonomy,Doctor Independence,2095
"Healthcare reform should improve access, quality, and affordability simultaneously","{""replies"": 89, ""retweets"": 167, ""quotes"": 19, ""likes"": 1123, ""views"": 6700}",2024-03-06 13:45:00-06:00,healthcare_debate,comprehensive_reform,Triple Aim,2096
Insurance companies are parasites that add cost without adding value to healthcare,"{""replies"": 456, ""retweets"": 889, ""quotes"": 97, ""likes"": 6234, ""views"": 35400}",2024-03-06 14:20:00-06:00,healthcare_debate,insurance_critic,Cut the Middleman,2097
Health insurance provides financial protection and enables access to quality care networks,"{""replies"": 234, ""retweets"": 445, ""quotes"": 48, ""likes"": 2789, ""views"": 16200}",2024-03-06 15:00:00-06:00,healthcare_debate,insurance_advocate,Risk Protection,2098
Evidence from around the world shows many paths to universal healthcare coverage,"{""replies"": 78, ""retweets"": 145, ""quotes"": 17, ""likes"": 945, ""views"": 5600}",2024-03-06 16:30:00-06:00,healthcare_debate,international_expert,Comparative Systems,2099
Americans deserve the same healthcare security that citizens of other rich nations enjoy,"{""replies"": 267, ""retweets"": 523, ""quotes"": 57, ""likes"": 3456, ""views"": 19800}",2024-03-06 17:15:00-06:00,healthcare_debate,security_advocate,Healthcare Security,2100
Climate activists want to destroy American industry and make us all poor!,"{""replies"": 567, ""retweets"": 1123, ""quotes"": 134, ""likes"": 7890, ""views"": 44500}",2024-03-15 10:30:00-06:00,climate_debate,patriot_coal,Coal Patriot,2101
Climate deniers are destroying the planet for short-term profits!,"{""replies"": 634, ""retweets"": 1267, ""quotes"": 145, ""likes"": 8901, ""views"": 49800}",2024-03-15 11:15:00-06:00,climate_debate,earth_warrior,Earth First,2102
We need climate solutions that work for both the environment and the economy,"{""replies"": 89, ""retweets"": 178, ""quotes"": 21, ""likes"": 1234, ""views"": 7300}",2024-03-15 12:00:00-06:00,climate_debate,practical_green,Green Pragmatist,2103
Big Oil has bought off politicians to block climate action that threatens their profits,"{""replies"": 445, ""retweets"": 889, ""quotes"": 98, ""likes"": 6234, ""views"": 35600}",2024-03-15 13:30:00-06:00,climate_debate,follow_money,Dark Money,2104
Environmental extremists ignore economic reality and want government control of energy,"{""replies"": 378, ""retweets"": 723, ""quotes"": 81, ""likes"": 5123, ""views"": 29400}",2024-03-15 14:15:00-06:00,climate_debate,free_energy,Energy Freedom,2105
Climate policy should be based on cost-benefit analysis and technological feasibility,"{""replies"": 67, ""retweets"": 134, ""quotes"": 16, ""likes"": 789, ""views"": 4500}",2024-03-15 15:45:00-06:00,climate_debate,analytical_approach,Cost Benefit,2106
The fossil fuel industry has suppressed clean energy innovation for decades,"{""replies"": 356, ""retweets"": 678, ""quotes"": 72, ""likes"": 4567, ""views"": 26700}",2024-03-15 16:20:00-06:00,climate_debate,innovation_blocked,Suppressed Tech,2107
American energy independence requires utilizing all our natural resources responsibly,"{""replies"": 234, ""retweets"": 467, ""quotes"": 52, ""likes"": 3234, ""views"": 18900}",2024-03-15 17:00:00-06:00,climate_debate,energy_all_above,All Resources,2108
Market forces and innovation will drive the transition to clean energy naturally,"{""replies"": 123, ""retweets"": 245, ""quotes"": 28, ""likes"": 1678, ""views"": 9800}",2024-03-15 18:30:00-06:00,climate_debate,market_transition,Market Forces,2109
We need massive government investment in clean energy like the space program,"{""replies"": 289, ""retweets"": 567, ""quotes"": 63, ""likes"": 3789, ""views"": 22100}",2024-03-15 19:15:00-06:00,climate_debate,moonshot_climate,Climate Moonshot,2110
Socialists want to use climate as an excuse to control every aspect of our lives,"{""replies"": 612, ""retweets"": 1234, ""quotes"": 156, ""likes"": 8567, ""views"": 47800}",2024-03-20 08:45:00-06:00,climate_debate,freedom_defender,Liberty Eagle,2111
Climate change is an existential threat requiring emergency mobilization of resources,"{""replies"": 689, ""retweets"": 1456, ""quotes"": 178, ""likes"": 9890, ""views"": 54300}",2024-03-20 09:30:00-06:00,climate_debate,climate_emergency,Emergency Action,2112
Climate action and economic growth are not mutually exclusive goals,"{""replies"": 134, ""retweets"": 267, ""quotes"": 31, ""likes"": 1789, ""views"": 10200}",2024-03-20 10:15:00-06:00,climate_debate,win_win,Both Goals,2113
Green jobs are fake jobs that depend on government subsidies to exist,"{""replies"": 445, ""retweets"": 834, ""quotes"": 89, ""likes"": 5678, ""views"": 31200}",2024-03-20 11:45:00-06:00,climate_debate,subsidy_critic,Real Jobs,2114
Clean energy jobs are the future - better paying and more sustainable than fossil fuel jobs,"{""replies"": 378, ""retweets"": 723, ""quotes"": 81, ""likes"": 4890, ""views"": 27600}",2024-03-20 12:30:00-06:00,climate_debate,clean_jobs,Future Work,2115
Energy transition should protect current workers while building new industries,"{""replies"": 89, ""retweets"": 167, ""quotes"": 19, ""likes"": 1123, ""views"": 6700}",2024-03-20 13:15:00-06:00,climate_debate,just_transition,Worker Protection,2116
Climate alarmism is a hoax designed to transfer wealth from rich countries to poor ones,"{""replies"": 523, ""retweets"": 1067, ""quotes"": 123, ""likes"": 6789, ""views"": 38900}",2024-03-20 14:45:00-06:00,climate_debate,wealth_transfer,Global Hoax,2117
Climate justice means addressing how pollution affects communities unequally,"{""replies"": 267, ""retweets"": 534, ""quotes"": 61, ""likes"": 3456, ""views"": 19800}",2024-03-20 15:20:00-06:00,climate_debate,environmental_justice,Equal Protection,2118
Technological innovation will solve climate challenges more effectively than government mandates,"{""replies"": 156, ""retweets"": 289, ""quotes"": 34, ""likes"": 2123, ""views"": 12400}",2024-03-20 16:00:00-06:00,climate_debate,tech_solution,Innovation First,2119
We need both public and private sector action to address the scale of climate change,"{""replies"": 78, ""retweets"": 145, ""quotes"": 17, ""likes"": 945, ""views"": 5600}",2024-03-20 17:30:00-06:00,climate_debate,all_sectors,Public Private,2120
